DATE,STATION,LATITUDE,LONGITUDE,ENTRIES_DIFF,EXITS_DIFF,LINENAME
2020-03-28,1 AVE,40.730901,-73.981719,912,2242,L
2020-03-28,103 ST,40.790582,-73.947473,1383,1792,6
2020-03-28,103 ST,40.796105,-73.961399,307,310,BC
2020-03-28,103 ST,40.799354,-73.968329,998,1240,1
2020-03-28,103 ST-CORONA,40.749858,-73.862672,2110,1962,7
2020-03-28,104 ST,40.695184,-73.844326,223,125,JZ
2020-03-28,110 ST,40.795066,-73.944297,2158,3480,6
2020-03-28,110 ST-CATHEDRL,40.804032,-73.966742,1494,1778,1
2020-03-28,110 ST-CPN,40.799110,-73.951807,5,248,23
2020-03-28,111 ST,40.697405,-73.836354,188,123,J
2020-03-28,111 ST,40.751760,-73.855183,1226,856,7
2020-03-28,116 ST,40.798574,-73.941593,3660,3874,6
2020-03-28,116 ST,40.802098,-73.949625,6,78,23
2020-03-28,116 ST,40.805072,-73.954833,1264,1662,BC
2020-03-28,116 ST-COLUMBIA,40.808190,-73.964124,308,342,1
2020-03-28,121 ST,40.700536,-73.828382,236,175,JZ
2020-03-28,125 ST,40.804406,-73.937452,3794,6221,456
2020-03-28,125 ST,40.808076,-73.945906,26,150,23
2020-03-28,125 ST,40.811056,-73.952386,5610,7544,ACBD
2020-03-28,125 ST,40.815596,-73.958395,538,1031,1
2020-03-28,135 ST,40.814459,-73.940992,20,48,23
2020-03-28,135 ST,40.817902,-73.947644,1398,1596,BC
2020-03-28,137 ST-CITY COL,40.821994,-73.953674,2288,3356,1
2020-03-28,138 ST-3 AVE,40.810512,-73.926165,937,687,6
2020-03-28,138 ST-GR CONC,40.813208,-73.929877,302,460,45
2020-03-28,14 ST,40.738007,-73.998381,1310,1140,123FLM
2020-03-28,14 ST,40.740388,-74.002104,952,1275,ACEL
2020-03-28,14 ST-6 AVE,40.737348,-73.996900,1904,4276,FLM123
2020-03-28,14 ST-UNION SQ,40.734836,-73.990688,26550,35874,LNQR456
2020-03-28,145 ST,40.820402,-73.936315,1,0,3
2020-03-28,145 ST,40.824787,-73.944232,4524,5696,ABCD
2020-03-28,145 ST,40.826426,-73.950412,1706,2134,1
2020-03-28,148 ST-LENOX,40.823877,-73.936443,0,1,3
2020-03-28,149 ST-3 AVE,40.816132,-73.917754,4190,2534,25
2020-03-28,149 ST-GR CONC,40.818429,-73.926927,3482,5312,245
2020-03-28,15 ST-PROSPECT,40.660376,-73.979509,480,356,FG
2020-03-28,155 ST,40.829934,-73.938632,573,480,BD
2020-03-28,155 ST,40.830551,-73.941486,220,256,C
2020-03-28,157 ST,40.833879,-73.944726,2030,1904,1
2020-03-28,161 ST-YANKEE,40.827888,-73.925736,15072,10176,BD4
2020-03-28,163 ST-AMSTERDM,40.835957,-73.939898,305,470,C
2020-03-28,167 ST,40.833773,-73.918430,1898,988,BD
2020-03-28,167 ST,40.835535,-73.921380,1238,1518,4
2020-03-28,168 ST-BROADWAY,40.840778,-73.940091,5424,4719,1AC
2020-03-28,169 ST,40.710459,-73.793600,1000,1414,F
2020-03-28,170 ST,40.839301,-73.913355,1662,1256,BD
2020-03-28,170 ST,40.840048,-73.917775,1252,1387,4
2020-03-28,174 ST,40.837382,-73.887659,1452,2052,25
2020-03-28,174-175 ST,40.845892,-73.910136,1208,1024,BD
2020-03-28,175 ST,40.847369,-73.939683,1616,1214,A
2020-03-28,176 ST,40.848635,-73.912497,841,915,4
