DATE,STATION,LATITUDE,LONGITUDE,ENTRIES_DIFF,EXITS_DIFF,LINENAME
2020-04-04,1 AVE,40.730901,-73.981719,1140,2168,L
2020-04-04,103 ST,40.790582,-73.947473,1183,1563,6
2020-04-04,103 ST,40.796105,-73.961399,239,271,BC
2020-04-04,103 ST,40.799354,-73.968329,630,636,1
2020-04-04,103 ST-CORONA,40.749858,-73.862672,1620,1443,7
2020-04-04,104 ST,40.695184,-73.844326,181,117,JZ
2020-04-04,110 ST,40.795066,-73.944297,1864,2738,6
2020-04-04,110 ST-CATHEDRL,40.804032,-73.966742,1296,1416,1
2020-04-04,110 ST-CPN,40.799110,-73.951807,3,20,23
2020-04-04,111 ST,40.697405,-73.836354,160,127,J
2020-04-04,111 ST,40.751760,-73.855183,945,658,7
2020-04-04,116 ST,40.798574,-73.941593,2808,3270,6
2020-04-04,116 ST,40.802098,-73.949625,1460,2038,23
2020-04-04,116 ST,40.805072,-73.954833,940,1330,BC
2020-04-04,116 ST-COLUMBIA,40.808190,-73.964124,246,276,1
2020-04-04,121 ST,40.700536,-73.828382,194,172,JZ
2020-04-04,125 ST,40.804406,-73.937452,3023,4716,456
2020-04-04,125 ST,40.808076,-73.945906,1400,2124,23
2020-04-04,125 ST,40.811056,-73.952386,4564,6398,ACBD
2020-04-04,125 ST,40.815596,-73.958395,453,834,1
2020-04-04,135 ST,40.814459,-73.940992,1890,1548,23
2020-04-04,135 ST,40.817902,-73.947644,963,1293,BC
2020-04-04,137 ST-CITY COL,40.821994,-73.953674,1726,2668,1
2020-04-04,138 ST-3 AVE,40.810512,-73.926165,900,897,6
2020-04-04,138 ST-GR CONC,40.813208,-73.929877,395,400,45
2020-04-04,14 ST,40.738007,-73.998381,1634,1646,123FLM
2020-04-04,14 ST,40.740388,-74.002104,1033,1240,ACEL
2020-04-04,14 ST-6 AVE,40.737348,-73.996900,1624,3508,FLM123
2020-04-04,14 ST-UNION SQ,40.734836,-73.990688,22794,30180,LNQR456
2020-04-04,145 ST,40.820402,-73.936315,0,86,3
2020-04-04,145 ST,40.824787,-73.944232,3714,4762,ABCD
2020-04-04,145 ST,40.826426,-73.950412,1588,1824,1
2020-04-04,148 ST-LENOX,40.823877,-73.936443,9,133,3
2020-04-04,149 ST-3 AVE,40.816132,-73.917754,3706,2552,25
2020-04-04,149 ST-GR CONC,40.818429,-73.926927,3170,4104,245
2020-04-04,15 ST-PROSPECT,40.660376,-73.979509,442,336,FG
2020-04-04,155 ST,40.829934,-73.938632,564,406,BD
2020-04-04,155 ST,40.830551,-73.941486,215,254,C
2020-04-04,157 ST,40.833879,-73.944726,1536,1514,1
2020-04-04,161 ST-YANKEE,40.827888,-73.925736,14616,11322,BD4
2020-04-04,163 ST-AMSTERDM,40.835957,-73.939898,309,549,C
2020-04-04,167 ST,40.833773,-73.918430,2074,1410,BD
2020-04-04,167 ST,40.835535,-73.921380,1097,1416,4
2020-04-04,168 ST-BROADWAY,40.840778,-73.940091,4524,3930,1AC
2020-04-04,169 ST,40.710459,-73.793600,806,1510,F
2020-04-04,170 ST,40.839301,-73.913355,1376,1124,BD
2020-04-04,170 ST,40.840048,-73.917775,978,1077,4
2020-04-04,174 ST,40.837382,-73.887659,1450,2022,25
2020-04-04,174-175 ST,40.845892,-73.910136,1130,910,BD
2020-04-04,175 ST,40.847369,-73.939683,1250,1226,A
2020-04-04,176 ST,40.848635,-73.912497,701,785,4
2020-04-04,18 AVE,40.607958,-74.001782,313,136,D
2020-04-04,18 AVE,40.620728,-73.990388,309,294,N
2020-04-04,18 AVE,40.629881,-73.977149,528,456,F
2020-04-04,18 ST,40.741096,-73.997877,208,262,1
2020-04-04,181 ST,40.849495,-73.933632,1056,1506,1
2020-04-04,181 ST,40.851686,-73.937967,900,1416,A
2020-04-04,182-183 ST,40.856085,-73.900695,601,444,BD
2020-04-04,183 ST,40.858389,-73.903828,814,651,4
2020-04-04,190 ST,40.859022,-73.934190,212,149,A
2020-04-04,191 ST,40.855176,-73.929384,113,168,1
2020-04-04,2 AVE,40.723291,-73.989873,1088,2330,F
2020-04-04,20 AVE,40.604798,-73.998456,317,117,D
2020-04-04,20 AVE,40.617373,-73.985088,185,173,N
2020-04-04,207 ST,40.864653,-73.918719,612,571,1
2020-04-04,21 ST,40.754100,-73.942580,462,438,F
2020-04-04,215 ST,40.869359,-73.915329,110,121,1
2020-04-04,219 ST,40.883767,-73.862736,386,337,25
2020-04-04,22 AVE-BAY PKY,40.620907,-73.975453,110,47,F
2020-04-04,225 ST,40.887887,-73.860505,462,388,25
2020-04-04,23 ST,40.740088,-73.986429,2576,3332,6
2020-04-04,23 ST,40.744071,-73.995624,964,1124,1
2020-04-04,23 ST,40.745924,-73.998005,1854,2079,CE
2020-04-04,23 ST-5 AVE,40.741006,-73.989315,752,790,NR
2020-04-04,23 ST-6 AVE,40.742868,-73.992770,334,349,FM
2020-04-04,23 ST-6 AVE,40.742981,-73.992727,244,452,FM
2020-04-04,231 ST,40.878867,-73.904858,644,141,1
2020-04-04,233 ST,40.893386,-73.857265,566,353,25
2020-04-04,238 ST,40.884821,-73.900759,315,69,1
2020-04-04,242 ST,40.889185,-73.898549,465,304,1
2020-04-04,25 AVE,40.597873,-73.986955,241,123,D
2020-04-04,25 ST,40.660430,-73.997944,75,286,R
2020-04-04,25 ST,40.660481,-73.998059,251,162,R
2020-04-04,28 ST,40.743095,-73.984251,2064,3153,6
2020-04-04,28 ST,40.747224,-73.993360,536,620,1
2020-04-04,28 ST-BROADWAY,40.745574,-73.988682,300,682,NR
2020-04-04,3 AVE,40.733243,-73.987169,414,470,L
2020-04-04,33 ST,40.746119,-73.981826,3596,4356,6
2020-04-04,33 ST/RAWSON ST,40.744558,-73.930993,302,548,7
2020-04-04,34 ST-HERALD SQ,40.749533,-73.987899,6844,10134,BDFMNQR
2020-04-04,34 ST-HUDSON YD,40.755882,-74.001910,410,565,7
2020-04-04,34 ST-PENN STA,40.750264,-73.992984,2766,3744,123ACE
2020-04-04,34 ST-PENN STA,40.750329,-73.991096,2480,4704,123
2020-04-04,34 ST-PENN STA,40.752247,-73.993456,6968,12125,ACE
2020-04-04,36 ST,40.655150,-74.003477,958,846,DNR
2020-04-04,36 ST,40.752020,-73.928740,274,508,MR
2020-04-04,4 AVE,40.670320,-73.988757,519,819,DFGMNR
2020-04-04,40 ST-LOWERY ST,40.743778,-73.923998,420,509,7
2020-04-04,42 ST-BRYANT PK,40.754198,-73.984573,2064,3024,BDFM7
2020-04-04,42 ST-GRD CNTRL,40.751849,-73.976945,5381,8423,4567S
2020-04-04,42 ST-PA BUS TE,40.757303,-73.989787,7658,10481,ACENQRS1237
2020-04-04,42 ST-TIMES SQ,40.755905,-73.986504,8894,13086,1237ACENQRS
2020-04-04,45 ST,40.648866,-74.010086,428,374,R
2020-04-04,46 ST,40.756312,-73.913333,1344,1545,MR
2020-04-04,46 ST-BLISS ST,40.743079,-73.918419,1482,1544,7
2020-04-04,47-50 ST-ROCK,40.758652,-73.981311,1662,2739,BDFM
2020-04-04,49 ST-7 AVE,40.760139,-73.984112,1280,1676,NQR
2020-04-04,5 AVE-53 ST,40.760179,-73.975196,204,512,EM
2020-04-04,5 AVE-59 ST,40.764909,-73.973372,538,402,NQR
2020-04-04,5 AVE-BRYANT PK,40.753824,-73.981966,368,332,7BDFM
2020-04-04,50 ST,40.636232,-73.994765,221,232,D
2020-04-04,50 ST,40.761675,-73.983908,770,1100,1
2020-04-04,50 ST,40.762439,-73.985989,1004,1180,CE
2020-04-04,51 ST,40.757108,-73.971870,1071,2181,6
