DATE,STATION,LATITUDE,LONGITUDE,ENTRIES_DIFF,EXITS_DIFF,LINENAME,UNIT
2020-03-02,225 ST,40.887887,-73.860505,4024,2150,25,R366
2020-03-02,23 ST,40.740088,-73.986429,105632,97380,6,R131
2020-03-02,23 ST,40.744071,-73.995624,24102,22976,1,R190
2020-03-02,23 ST,40.745924,-73.998005,63789,39483,CE,R111
2020-03-02,23 ST-5 AVE,40.741006,-73.989315,41866,24676,NR,R083
2020-03-02,23 ST-6 AVE,40.742868,-73.992770,15843,10556,FM,R203
2020-03-02,23 ST-6 AVE,40.742981,-73.992727,12973,14346,FM,R453
2020-03-02,231 ST,40.878867,-73.904858,9323,1202,1,R040
2020-03-02,233 ST,40.893386,-73.857265,4927,1416,25,R367
2020-03-02,238 ST,40.884821,-73.900759,4082,388,1,R306
2020-03-02,242 ST,40.889185,-73.898549,6888,2725,1,R117
2020-03-02,25 AVE,40.597873,-73.986955,5134,1067,D,R399
2020-03-02,25 ST,40.660430,-73.997944,843,2170,R,R455
2020-03-02,25 ST,40.660481,-73.998059,2910,936,R,R278
2020-03-02,28 ST,40.743095,-73.984251,54402,54117,6,R143
2020-03-02,28 ST,40.747224,-73.993360,25718,19618,1,R272
2020-03-02,28 ST-BROADWAY,40.745574,-73.988682,22984,25238,NR,R082
2020-03-02,3 AVE,40.733243,-73.987169,12288,11782,L,R330
2020-03-02,33 ST,40.746119,-73.981826,98760,83176,6,R176
2020-03-02,33 ST/RAWSON ST,40.744558,-73.930993,17372,17374,7,R291
2020-03-02,34 ST-HERALD SQ,40.749533,-73.987899,283829,255558,BDFMNQR,R022
2020-03-02,34 ST-HUDSON YD,40.755882,-74.001910,16859,18207,7,R072
2020-03-02,34 ST-PENN STA,40.750264,-73.992984,88814,81714,123ACE,R293
2020-03-02,34 ST-PENN STA,40.750329,-73.991096,123348,132672,123,R031
2020-03-02,34 ST-PENN STA,40.752247,-73.993456,343623,306435,ACE,R012
2020-03-02,36 ST,40.655150,-74.003477,13593,7710,DNR,R197
2020-03-02,36 ST,40.752020,-73.928740,8902,6146,MR,R339
2020-03-02,4 AVE,40.670320,-73.988757,12902,11668,DFGMNR,R258
2020-03-02,40 ST-LOWERY ST,40.743778,-73.923998,10184,8613,7,R261
2020-03-02,42 ST-BRYANT PK,40.754198,-73.984573,120600,120906,BDFM7,R021
2020-03-02,42 ST-GRD CNTRL,40.751849,-73.976945,310832,326948,4567S,R045
2020-03-02,42 ST-PA BUS TE,40.757303,-73.989787,245212,216678,ACENQRS1237,R010
2020-03-02,42 ST-TIMES SQ,40.755905,-73.986504,381206,370326,1237ACENQRS,R032
2020-03-02,45 ST,40.648866,-74.010086,7581,4045,R,R232
2020-03-02,46 ST,40.756312,-73.913333,24438,19686,MR,R267
2020-03-02,46 ST-BLISS ST,40.743079,-73.918419,25824,19924,7,R223
2020-03-02,47-50 ST-ROCK,40.758652,-73.981311,167553,183915,BDFM,R020
2020-03-02,49 ST-7 AVE,40.760139,-73.984112,78944,64080,NQR,R081
2020-03-02,5 AVE-53 ST,40.760179,-73.975196,47508,54246,EM,R015
2020-03-02,5 AVE-59 ST,40.764909,-73.973372,26046,20274,NQR,R079
2020-03-02,5 AVE-BRYANT PK,40.753824,-73.981966,24536,22022,7BDFM,R054
2020-03-02,50 ST,40.636232,-73.994765,3457,3252,D,R234
2020-03-02,50 ST,40.761675,-73.983908,44106,46332,1,R116
2020-03-02,50 ST,40.762439,-73.985989,35422,24238,CE,R188
2020-03-02,51 ST,40.757108,-73.971870,54825,65463,6,R049
2020-03-02,52 ST-LINCOLN,40.744103,-73.912497,5573,5299,7,R327
2020-03-02,53 ST,40.644959,-74.014034,9285,9543,R,R233
2020-03-02,55 ST,40.631412,-73.995473,2178,986,D,R247
2020-03-02,57 ST,40.763625,-73.977449,13260,13961,F,R302
2020-03-02,57 ST-7 AVE,40.764755,-73.980646,65090,47844,NQR,R080
2020-03-02,59 ST,40.641426,-74.017972,22390,11086,NR,R212
2020-03-02,59 ST,40.762796,-73.967686,95192,94832,456NQR,R051
2020-03-02,59 ST-COLUMBUS,40.768110,-73.981891,202749,174189,1ABCD,R084
2020-03-02,6 AVE,40.737348,-73.996900,22233,21468,FLM123,R163
2020-03-02,61 ST/WOODSIDE,40.745623,-73.902969,16720,17083,7,R147
2020-03-02,63 DR-REGO PARK,40.729869,-73.861610,31498,11932,MR,R202
2020-03-02,65 ST,40.749663,-73.898485,3344,2222,MR,R340
2020-03-02,66 ST-LINCOLN,40.773424,-73.982234,56427,63168,1,R164
2020-03-02,67 AVE,40.726462,-73.852630,18362,8938,MR,R219
2020-03-02,68ST-HUNTER COL,40.768143,-73.964016,22539,21409,6,R177
2020-03-02,69 ST-FISK AVE,40.746325,-73.896403,4924,4869,7,R347
2020-03-02,7 AV-PARK SLOPE,40.666276,-73.980324,12111,5720,FG,R288
2020-03-02,7 AVE,40.677172,-73.972514,9258,7899,BQ,R171
2020-03-02,7 AVE-53 ST,40.762877,-73.981590,30016,37532,BDE,R113
2020-03-02,71 ST,40.619588,-73.998842,5516,1761,D,R370
2020-03-02,72 ST,40.775545,-73.976398,7727,7233,BC,R281
2020-03-02,72 ST,40.778575,-73.981912,68076,70092,123,R452
2020-03-02,72 ST-2 AVE,40.784318,-73.947152,29093,26394,Q,R570
2020-03-02,74 ST-BROADWAY,40.746655,-73.891361,50999,40038,EFMR7,R018
2020-03-02,75 AVE,40.718477,-73.837223,3504,902,EF,R341
2020-03-02,77 ST,40.629702,-74.025514,5599,2136,R,R214
2020-03-02,77 ST,40.773636,-73.959875,45112,48310,6,R178
2020-03-02,79 ST,40.613513,-74.000645,6541,2144,D,R371
2020-03-02,79 ST,40.783872,-73.979938,25726,13428,1,R166
2020-03-02,8 AVE,40.635011,-74.011717,12099,12562,N,R390
2020-03-02,8 AVE,40.740388,-74.002104,36032,32961,ACEL,R175
2020-03-02,8 ST-B'WAY NYU,40.730348,-73.992705,31084,21142,NR,R085
2020-03-02,81 ST-MUSEUM,40.781435,-73.972149,20188,17730,BC,R187
2020-03-02,82 ST-JACKSON H,40.747647,-73.883786,15628,18964,7,R096
2020-03-02,86 ST,40.592676,-73.978243,2545,2588,N,R397
2020-03-02,86 ST,40.622715,-74.028368,22984,16318,R,R215
2020-03-02,86 ST,40.779485,-73.955541,78134,78358,456,R179
2020-03-02,86 ST,40.785822,-73.968952,20410,18536,BC,R186
2020-03-02,86 ST,40.788844,-73.975990,48201,48774,1,R167
2020-03-02,86 ST-2 AVE,40.777891,-73.951787,23726,14722,Q,R571
2020-03-02,9 AVE,40.646343,-73.994551,5701,5437,D,R368
2020-03-02,9 ST,40.670320,-73.988757,12902,11668,DFGMNR,R258
2020-03-02,90 ST-ELMHURST,40.748541,-73.876791,16416,7415,7,R122
2020-03-02,96 ST,40.785822,-73.950970,16440,5714,6,R144
2020-03-02,96 ST,40.791654,-73.964682,19810,16282,BC,R251
2020-03-02,96 ST,40.793880,-73.972363,65744,66762,123,R168
2020-03-02,96 ST-2 AVE,40.768799,-73.958424,18415,12754,Q,R572
2020-03-02,ALABAMA AVE,40.677107,-73.898871,2230,2355,J,R433
2020-03-02,ALLERTON AVE,40.865481,-73.867393,5296,2179,25,R362
2020-03-02,AQUEDUCT TRACK,40.668221,-73.834026,1119,143,A,R464
2020-03-02,AQUEDUCT-N CNDT,40.668234,-73.834058,929,1353,A,R357
2020-03-02,ASTOR PLACE,40.730056,-73.991042,27448,31466,6,R160
2020-03-02,ATLANTIC AVE,40.675496,-73.902819,1747,769,L,R348
2020-03-02,ATLANTIC AVE,40.684063,-73.977417,128886,129048,2345BDNQR,R057
2020-03-02,AVE H,40.629164,-73.961678,3820,3239,BQ,R263
2020-03-02,AVE I,40.625305,-73.975732,2143,1057,F,R421
2020-03-02,AVE J,40.625028,-73.960819,6112,3156,BQ,R228
2020-03-02,AVE M,40.617568,-73.959360,6136,2618,BQ,R229
2020-03-02,AVE N,40.615174,-73.974166,6776,2686,F,R423
2020-03-02,AVE P,40.609147,-73.972986,2711,1167,F,R424
2020-03-02,AVE U,40.596065,-73.973329,2071,954,F,R425
2020-03-02,AVE U,40.597482,-73.979359,3603,2758,N,R396
2020-03-02,AVE U,40.599307,-73.955916,7236,2360,BQ,R150
2020-03-02,AVE X,40.589547,-73.974295,2912,1720,F,R271
2020-03-02,BAY 50 ST,40.588879,-73.983629,2829,703,D,R400
2020-03-02,BAY PARKWAY,40.601898,-73.993821,7847,6591,D,R374
2020-03-02,BAY PKY-22 AVE,40.612006,-73.982009,13530,8860,N,R394
2020-03-02,BAY RIDGE AVE,40.634945,-74.023411,8118,4902,R,R213
2020-03-02,BAY RIDGE-95 ST,40.616624,-74.030964,12054,7326,R,R216
2020-03-02,BAYCHESTER AVE,40.878656,-73.838596,3967,424,5,R292
2020-03-02,BEACH 105 ST,40.583542,-73.826430,221,295,AS,R418
2020-03-02,BEACH 25 ST,40.600138,-73.761520,1844,2160,A,R358
2020-03-02,BEACH 36 ST,40.595381,-73.768194,1032,1127,A,R338
2020-03-02,BEACH 44 ST,40.593214,-73.776433,725,867,A,R337
2020-03-02,BEACH 60 ST,40.592334,-73.788493,2128,1716,A,R336
2020-03-02,BEACH 67 ST,40.590867,-73.797011,2300,1583,A,R335
2020-03-02,BEACH 90 ST,40.588032,-73.813684,768,693,AS,R416
2020-03-02,BEACH 98 ST,40.585514,-73.820143,465,449,AS,R417
2020-03-02,BEDFORD AVE,40.717241,-73.956614,23691,15053,L,R235
2020-03-02,BEDFORD PARK BL,40.873026,-73.886919,14796,8036,BD,R156
2020-03-02,BEDFORD PARK BL,40.873399,-73.890084,5352,4403,4,R183
2020-03-02,BEDFORD/NOSTRAN,40.689636,-73.953459,17280,10136,G,R269
2020-03-02,BEEBE-39 AVE,40.753076,-73.932710,3010,3345,NQ,R090
2020-03-02,BERGEN ST,40.680801,-73.975132,8356,6472,23,R058
2020-03-02,BERGEN ST,40.686154,-73.990881,33438,24690,FG,R129
2020-03-02,BEVERLEY ROAD,40.643982,-73.964510,3328,2963,BQ,R262
2020-03-02,BEVERLY ROAD,40.645089,-73.948975,4452,875,25,R210
2020-03-02,BLEECKER ST,40.725665,-73.995645,13301,5621,6DF,R194
2020-03-02,BOROUGH HALL/CT,40.692404,-73.990151,143428,97388,2345R,R108
2020-03-02,BOTANIC GARDEN,40.670499,-73.958759,1444,2042,S2345,R412
2020-03-02,BOWERY,40.720315,-73.994014,2799,2277,JZ,R311
2020-03-02,BOWLING GREEN,40.704782,-74.014099,52115,39930,45,R041
2020-03-02,BOYD-88 ST,40.679857,-73.851492,2957,1106,A,R384
2020-03-02,BRIGHTON BEACH,40.577961,-73.961806,22744,13688,BQ,R172
2020-03-02,BROAD CHANNEL,40.608693,-73.816068,302,51,AS,R415
2020-03-02,BROAD ST,40.706539,-74.011052,19983,7767,JZ,R125
2020-03-02,BROADWAY,40.706100,-73.950348,5294,3806,G,R299
2020-03-02,BROADWAY-31 ST,40.761959,-73.925382,11660,11566,NQ,R092
2020-03-02,BROADWAY-ENY,40.678848,-73.904139,8239,7837,ACJLZ,R103
2020-03-02,BROADWAY/LAFAY,40.725297,-73.996204,37566,51556,BDFQ6,R461
2020-03-02,BRONX PARK EAST,40.848797,-73.868465,2625,1105,25,R389
2020-03-02,BROOK AVE,40.808044,-73.919234,11872,10976,6,R446
2020-03-02,BROOKLYN BRIDGE,40.713159,-74.003917,58658,56074,456JZ,R044
2020-03-02,BUHRE AVE,40.846817,-73.832545,3978,3438,6,R428
2020-03-02,BURKE AVE,40.871387,-73.867135,3447,1438,25,R363
2020-03-02,BURNSIDE AVE,40.853390,-73.907733,10470,5478,4,R244
2020-03-02,BUSHWICK AVE,40.682558,-73.905501,2117,1435,L,R313
2020-03-02,CANAL ST,40.718233,-74.000323,9130,3161,JNQRZ6,R118
2020-03-02,CANAL ST,40.718697,-74.000977,57278,52028,JNQRZ6,R462
2020-03-02,CANAL ST,40.720852,-74.005237,37762,30550,ACE,R139
2020-03-02,CANAL ST,40.722819,-74.006267,10880,11122,1,R320
2020-03-02,CARROLL ST,40.680231,-73.994980,24398,11052,FG,R220
2020-03-02,CASTLE HILL AVE,40.834255,-73.851222,6682,6937,6,R106
2020-03-02,CATHEDRL-110 ST,40.800637,-73.958201,14192,6930,BC,R334
2020-03-02,CENTRAL AVE,40.697673,-73.927131,4595,4343,M,R401
2020-03-02,CHAMBERS ST,40.713159,-74.003917,58658,56074,456JZ,R044
2020-03-02,CHAMBERS ST,40.714330,-74.008563,96684,69294,ACE23,R029
2020-03-02,CHAMBERS ST,40.715436,-74.009335,20978,18649,123,R030
2020-03-02,CHAUNCEY ST,40.682867,-73.910480,3231,1581,JZ,R432
2020-03-02,CHRISTOPHER ST,40.733405,-74.002898,16160,15802,1,R189
2020-03-02,CHURCH AVE,40.644039,-73.979541,19984,12768,FG,R204
2020-03-02,CHURCH AVE,40.650494,-73.962836,31504,32070,BQ,R098
2020-03-02,CHURCH AVE,40.650843,-73.949575,9780,2284,25,R109
2020-03-02,CLARK ST,40.697356,-73.992888,4844,2319,23,R224
2020-03-02,CLASSON AVE,40.688855,-73.960025,5500,5500,G,R287
2020-03-02,CLEVELAND ST,40.679938,-73.884687,3082,3234,J,R435
2020-03-02,CLINTON-WASH AV,40.683263,-73.965838,14614,10976,C,R284
2020-03-02,CLINTON-WASH AV,40.688123,-73.966742,5330,2748,G,R317
2020-03-02,CORTELYOU ROAD,40.640905,-73.963866,6117,1861,BQ,R184
2020-03-02,CORTLANDT ST,40.710454,-74.011324,46440,43740,1,R305
2020-03-02,CORTLANDT ST,40.710662,-74.011052,68072,58996,R,R088
2020-03-02,COURT SQ,40.747029,-73.945370,4874,5831,7,R346
2020-03-02,COURT SQ,40.747257,-73.945112,34214,26996,EMG,R359
2020-03-02,COURT SQ-23 ST,40.747257,-73.945112,17107,13498,EMG,R359
2020-03-02,CRESCENT ST,40.683209,-73.873765,4594,4776,JZ,R437
2020-03-02,CROWN HTS-UTICA,40.669279,-73.932967,52268,40628,34,R062
2020-03-02,CYPRESS AVE,40.805737,-73.914471,7050,5254,6,R447
2020-03-02,CYPRESS HILLS,40.689945,-73.872564,1571,959,J,R003
2020-03-02,DEKALB AVE,40.690612,-73.981848,22684,8923,BDNQR,R099
2020-03-02,DEKALB AVE,40.703839,-73.918440,11279,2796,L,R236
2020-03-02,DELANCEY ST,40.718380,-73.987813,52848,40740,FJMZ,R142
2020-03-02,DITMARS BL-31 S,40.774984,-73.912067,16726,14589,NQ,R095
2020-03-02,DITMAS AVE,40.636150,-73.978179,8540,4620,F,R420
2020-03-02,DYCKMAN ST,40.860523,-73.925575,6632,3296,1,R036
2020-03-02,DYCKMAN-200 ST,40.865286,-73.926980,6945,206,A,R185
2020-03-02,DYRE AVE,40.888244,-73.830850,4694,4098,5,R431
2020-03-02,E 143 ST,40.808742,-73.907690,2420,2756,6,R448
2020-03-02,E 149 ST,40.812104,-73.904085,11110,9968,6,R449
2020-03-02,E 177 ST-PARKCH,40.833246,-73.860805,15269,15726,6,R222
2020-03-02,E 180 ST,40.841882,-73.873551,7968,7249,25,R388
2020-03-02,E TREMONT AVE,40.840097,-73.879774,13256,9696,25,R387
2020-03-02,EAST 105 ST,40.650625,-73.899558,3296,3416,L,R376
2020-03-02,EAST BROADWAY,40.713647,-73.990152,26290,14018,F,R257
2020-03-02,EASTERN PKWY,40.672013,-73.964360,3727,4325,23,R060
2020-03-02,ELDER AVE,40.828894,-73.879559,6562,6453,6,R162
2020-03-02,ELDERTS LANE,40.691320,-73.867135,4008,2925,JZ,R004
2020-03-02,ELMHURST AVE,40.742445,-73.882005,12255,3524,MR,R218
2020-03-02,ESSEX ST,40.718380,-73.987813,26424,20370,FJMZ,R142
2020-03-02,EUCLID AVE,40.675382,-73.872070,10601,3344,AC,R200
2020-03-02,FAR ROCKAWAY,40.603983,-73.755383,4639,4939,A,R285
2020-03-02,FLATBUSH AVE,40.632836,-73.947642,63792,40425,25,R110
2020-03-02,FLUSHING AVE,40.700244,-73.941658,8725,4812,JM,R377
2020-03-02,FLUSHING AVE,40.700374,-73.950284,5452,5548,G,R316
2020-03-02,FORDHAM ROAD,40.862803,-73.901034,24734,13306,BD,R112
2020-03-02,FORDHAM ROAD,40.862941,-73.901199,10265,2141,4,R119
2020-03-02,FOREST AVE,40.704424,-73.903077,4411,3034,M,R403
2020-03-02,FOREST HILLS-71,40.721681,-73.844390,79857,41205,EFMR,R141
2020-03-02,FOREST PARKWAY,40.692304,-73.860151,3988,1906,J,R005
2020-03-02,FRANKLIN AVE,40.670711,-73.958051,14626,8296,2345S,R123
2020-03-02,FRANKLIN AVE,40.681159,-73.956056,12602,12694,ACS,R297
2020-03-02,FRANKLIN ST,40.719323,-74.006953,9264,6104,1,R343
2020-03-02,FREEMAN ST,40.829966,-73.891876,9070,6970,25,R409
2020-03-02,FRESH POND ROAD,40.706181,-73.895910,6241,6147,M,R404
2020-03-02,FT HAMILTON PKY,40.631428,-74.005387,12950,6922,N,R391
2020-03-02,FT HAMILTON PKY,40.640872,-73.994229,4224,2479,D,R369
2020-03-02,FT HAMILTON PKY,40.650722,-73.975818,12172,3664,FG,R289
2020-03-02,FULTON ST,40.687130,-73.975346,6224,5042,G,R318
2020-03-02,FULTON ST,40.709938,-74.007983,362181,334387,2345ACJZ,R028
2020-03-02,GATES AVE,40.689652,-73.922281,7112,3013,JZ,R380
2020-03-02,GRAHAM AVE,40.714590,-73.944104,17948,11364,L,R249
2020-03-02,GRAND ARMY PLAZ,40.675219,-73.971012,7685,2891,23,R059
2020-03-02,GRAND AV-NEWTON,40.736998,-73.877242,18467,10855,MR,R254
2020-03-02,GRAND ST,40.711874,-73.940670,12648,12434,L,R250
2020-03-02,GRAND ST,40.718542,-73.994164,22714,16472,BD,R240
2020-03-02,GRAND-30 AVE,40.766843,-73.921423,14141,11935,NQ,R093
2020-03-02,GRANT AVE,40.677107,-73.865376,5930,5057,A,R382
2020-03-02,GREENPOINT AVE,40.731324,-73.954425,19722,15532,G,R239
2020-03-02,GREENWOOD-111,40.684364,-73.832181,5364,1826,A,R355
2020-03-02,GUN HILL ROAD,40.877796,-73.866341,2369,1880,5,R226
2020-03-02,GUN HILL ROAD,40.877796,-73.866255,7398,8248,25,R364
2020-03-02,HALSEY ST,40.686170,-73.916337,6232,2814,J,R381
2020-03-02,HALSEY ST,40.695607,-73.904021,15002,9108,L,R266
2020-03-02,HEWES ST,40.706994,-73.953481,3833,2811,JM,R352
2020-03-02,HIGH ST,40.699316,-73.990474,20176,24430,AC,R252
2020-03-02,HOUSTON ST,40.728202,-74.005344,53280,36612,1,R290
2020-03-02,HOWARD BCH-JFK,40.660476,-73.830301,4930,506,A,R414
2020-03-02,HOYT ST,40.690545,-73.985065,3125,4161,23,R456
2020-03-02,HOYT ST,40.690547,-73.985066,4924,2569,23,R225
2020-03-02,HOYT ST-ASTORIA,40.770426,-73.917614,8143,7873,NQ,R094
2020-03-02,HOYT/SCHERMER,40.688465,-73.985474,11584,9375,ACG,R217
2020-03-02,HUDSON-80 ST,40.679369,-73.858960,8614,4472,A,R383
2020-03-02,HUNTERS PT AVE,40.742380,-73.948889,7162,5888,7,R134
2020-03-02,HUNTS POINT AVE,40.820889,-73.890567,11250,9362,6,R146
2020-03-02,INTERVALE-163,40.822172,-73.896747,3168,3126,25,R407
2020-03-02,INWOOD-207 ST,40.868045,-73.919921,20106,9004,A,R173
2020-03-02,JACKSON AVE,40.816505,-73.907797,5047,914,25,R405
2020-03-02,JAMAICA CENTER,40.702131,-73.801110,72588,65236,EJZ,R025
2020-03-02,JAMAICA-179 ST,40.712622,-73.783815,43998,17178,F,R019
2020-03-02,JAMAICA-VAN WYC,40.702566,-73.816859,4487,4681,E,R342
2020-03-02,JAY ST-METROTEC,40.692182,-73.985935,8052,6058,R,R089
2020-03-02,JAY ST-METROTEC,40.692338,-73.987342,77454,56792,ACF,R127
2020-03-02,JEFFERSON ST,40.706636,-73.922925,6842,1682,L,R279
2020-03-02,JFK HOWARD BCH,40.660476,-73.830301,4712,4668,A,R535
2020-03-02,JFK JAMAICA CT1,40.643942,-73.782356,9596,6964,E,R536
2020-03-02,JUNCTION BLVD,40.749143,-73.869452,21149,18170,7,R097
2020-03-02,JUNIUS ST,40.663419,-73.902454,2416,3053,3,R066
2020-03-02,KINGS HIGHWAY,40.603234,-73.972342,7766,7768,F,R130
2020-03-02,KINGS HIGHWAY,40.603967,-73.980668,4991,4833,N,R395
2020-03-02,KINGS HIGHWAY,40.608691,-73.957772,61713,52626,BQ,R211
2020-03-02,KINGSBRIDGE RD,40.866974,-73.893485,16278,13182,BD,R155
2020-03-02,KINGSBRIDGE RD,40.867899,-73.897326,9365,5299,4,R161
2020-03-02,KINGSTON AVE,40.669409,-73.942173,4631,4011,3,R124
2020-03-02,KINGSTON-THROOP,40.679921,-73.940858,13200,12574,C,R199
2020-03-02,KNICKERBOCKER,40.698666,-73.919685,4570,4986,M,R413
2020-03-02,KOSCIUSZKO ST,40.693329,-73.928826,5421,1918,J,R379
2020-03-02,LAFAYETTE AVE,40.686170,-73.973908,4913,1902,C,R283
2020-03-02,LEFFERTS BLVD,40.685975,-73.824713,7722,5995,A,R356
2020-03-02,LEXINGTON AVE,40.762796,-73.967686,47596,47416,456NQR,R051
2020-03-02,LEXINGTON AVE,40.764763,-73.966291,21311,22353,F,R319
2020-03-02,LEXINGTON-53 ST,40.757530,-73.969102,70274,76562,EM6,R017
2020-03-02,LIBERTY AVE,40.674552,-73.896554,2949,1414,C,R440
2020-03-02,LIVONIA AVE,40.663801,-73.900444,3194,2371,L,R350
2020-03-02,LONGWOOD AVE,40.816083,-73.896060,2892,3328,6,R450
2020-03-02,LORIMER ST,40.703855,-73.947387,5272,3779,JM,R353
2020-03-02,LORIMER ST,40.713875,-73.951592,14139,6113,GL,R268
2020-03-02,MAIN ST,40.759578,-73.830056,108620,93030,7,R055
2020-03-02,MARBLE HILL-225,40.874551,-73.909879,5066,1202,1,R039
2020-03-02,MARCY AVE,40.708377,-73.957751,23864,19654,JMZ,R460
2020-03-02,METROPOLITAN AV,40.711353,-73.889580,4001,3640,M,R100
2020-03-02,METROPOLITAN AV,40.713875,-73.951592,14139,6113,GL,R268
2020-03-02,METS-WILLETS PT,40.754622,-73.845625,7056,6564,7,R328
2020-03-02,MIDDLETOWN ROAD,40.843635,-73.836687,2088,1995,6,R427
2020-03-02,MONTROSE AVE,40.707889,-73.940005,6585,3367,L,R265
2020-03-02,MORGAN AVE,40.706148,-73.933160,6821,3668,L,R294
2020-03-02,MORRIS PARK,40.854137,-73.860977,2446,2142,5,R329
2020-03-02,MORRISON AVE,40.829495,-73.874559,6489,5772,6,R120
2020-03-02,MOSHOLU PARKWAY,40.879630,-73.884666,8071,2565,4,R133
2020-03-02,MT EDEN AVE,40.844406,-73.914621,5153,3268,4,R308
2020-03-02,MURRAY ST-B'WAY,40.713086,-74.007232,6219,3157,R,R087
2020-03-02,MYRTLE AVE,40.697266,-73.935692,12142,6839,JMZ,R378
2020-03-02,MYRTLE AVE,40.699707,-73.911810,37634,23242,LM,R137
2020-03-02,MYRTLE-WILLOUGH,40.694568,-73.949046,12400,6100,G,R286
2020-03-02,NASSAU AV,40.724608,-73.951271,9698,9974,G,R256
2020-03-02,NECK ROAD,40.595234,-73.955090,4579,1276,BQ,R230
2020-03-02,NEPTUNE AVE,40.580992,-73.974531,1561,671,F,R426
2020-03-02,NEREID AVE,40.898382,-73.854389,3270,1088,25,R444
2020-03-02,NEVINS ST,40.688269,-73.980453,20186,20664,2345,R056
2020-03-02,NEW LOTS AVE,40.658748,-73.899472,4182,4108,L,R375
2020-03-02,NEW LOTS AVE,40.666252,-73.884087,5789,6051,3,R069
2020-03-02,NEW UTRECHT AVE,40.625419,-73.996632,10116,7062,ND,R398
2020-03-02,NEWKIRK AVE,40.635059,-73.962793,10105,8306,BQ,R149
2020-03-02,NEWKIRK AVE,40.639961,-73.948352,14688,9264,25,R135
2020-03-02,NORTHERN BLVD,40.752898,-73.905973,13140,10512,MR,R298
2020-03-02,NORWOOD AVE,40.681598,-73.880074,3220,3318,JZ,R436
2020-03-02,NORWOOD-205 ST,40.874827,-73.878872,17530,11948,D,R157
2020-03-02,NOSTRAND AVE,40.669735,-73.950455,4118,4056,3,R061
2020-03-02,NOSTRAND AVE,40.680410,-73.950326,34018,28100,AC,R198
2020-03-02,OCEAN PARKWAY,40.576298,-73.968523,6394,2154,Q,R264
2020-03-02,OXFORD-104 ST,40.681745,-73.837631,1907,679,A,R354
2020-03-02,PACIFIC ST,40.684063,-73.977417,42962,43016,BDNQR2345,R057
2020-03-02,PARK PLACE,40.674910,-73.957794,1703,1657,S,R411
2020-03-02,PARK PLACE,40.713061,-74.008777,48342,34647,23ACE,R029
2020-03-02,PARKSIDE AVE,40.655053,-73.961227,5487,2958,BQ,R148
2020-03-02,PARSONS BLVD,40.707564,-73.803326,13810,13398,F,R114
2020-03-02,PELHAM BAY PARK,40.852465,-73.828125,7441,3963,6,R429
2020-03-02,PELHAM PARKWAY,40.857188,-73.867607,17146,7936,25,R361
2020-03-02,PELHAM PARKWAY,40.858973,-73.855355,3508,2026,5,R430
2020-03-02,PENNSYLVANIA AV,40.664884,-73.894258,4713,2649,3,R067
2020-03-02,PRESIDENT ST,40.667879,-73.950648,4111,4712,25,R277
2020-03-02,PRINCE ST-B'WAY,40.724332,-73.997684,19770,19902,NR,R086
2020-03-02,PROSPECT AVE,40.665438,-73.992856,6019,4868,R,R246
2020-03-02,PROSPECT AVE,40.819396,-73.901467,14978,4750,25,R406
2020-03-02,PROSPECT PARK,40.661596,-73.962193,19394,18122,BQS,R196
2020-03-02,QUEENS PLAZA,40.748948,-73.937194,27986,24480,EMR,R140
2020-03-02,QUEENSBORO PLZ,40.750508,-73.940177,14433,4353,7NQ,R121
2020-03-02,RALPH AVE,40.678815,-73.920801,5917,3038,C,R438
2020-03-02,RECTOR ST,40.707222,-74.013391,13158,4536,R,R227
2020-03-02,RECTOR ST,40.707840,-74.013691,15526,11130,1,R304
2020-03-02,RIT-MANHATTAN,40.761268,-73.964016,3077,53,R,R468
2020-03-02,RIT-ROOSEVELT,40.757400,-73.954006,2937,72,R,R469
2020-03-02,ROCKAWAY AVE,40.662541,-73.908763,4974,5710,3,R065
2020-03-02,ROCKAWAY AVE,40.678360,-73.911939,11800,6924,C,R439
2020-03-02,ROCKAWAY BLVD,40.680429,-73.843853,15080,3692,A,R385
2020-03-02,ROCKAWAY PK 116,40.580454,-73.837459,661,698,AS,R419
2020-03-02,ROCKAWAY PKY,40.646660,-73.901832,10976,2526,L,R152
2020-03-02,ROOSEVELT AVE,40.746655,-73.891361,101998,80076,EFMR7,R018
2020-03-02,ROOSEVELT IS,40.759123,-73.953266,7065,6254,F,R259
2020-03-02,SARATOGA AVE,40.661466,-73.916316,5412,5811,3,R064
2020-03-02,SENECA AVE,40.702798,-73.907776,3276,3285,M,R402
2020-03-02,SHEEPSHEAD BAY,40.586810,-73.954167,28108,23490,BQ,R136
2020-03-02,SHEPHERD AVE,40.674161,-73.880761,3288,1788,C,R442
2020-03-02,SIMPSON ST,40.824170,-73.893228,16620,4808,25,R408
2020-03-02,SMITH-9 ST,40.673714,-73.996139,4536,5576,FG,R270
2020-03-02,SOUTH FERRY,40.703082,-74.012983,29862,25798,R1,R001
2020-03-02,SPRING ST,40.722397,-73.997211,16954,19838,6,R322
2020-03-02,SPRING ST,40.726202,-74.003627,26914,5170,CE,R282
2020-03-02,ST LAWRENCE AVE,40.831500,-73.867623,4197,4003,6,R245
2020-03-02,STEINWAY ST,40.756864,-73.920736,27138,21788,MR,R238
