DATE,STATION,LATITUDE,LONGITUDE,ENTRIES_DIFF,EXITS_DIFF
2020-02-08,231 ST,40.878867,-73.904858,3182,262
2020-02-08,233 ST,40.893386,-73.857265,2301,884
2020-02-08,238 ST,40.884821,-73.900759,1493,219
2020-02-08,242 ST,40.889185,-73.898549,2719,892
2020-02-08,25 AVE,40.597873,-73.986955,2682,644
2020-02-08,25 ST,40.660430,-73.997944,464,1215
2020-02-08,25 ST,40.660481,-73.998059,1681,701
2020-02-08,28 ST,40.743095,-73.984251,22650,24975
2020-02-08,28 ST,40.747224,-73.993360,11356,9842
2020-02-08,28 ST-BROADWAY,40.745574,-73.988682,13208,18146
2020-02-08,3 AVE,40.733243,-73.987169,4876,5140
2020-02-08,33 ST,40.746119,-73.981826,39636,37256
2020-02-08,33 ST/RAWSON ST,40.744558,-73.930993,5254,5326
2020-02-08,34 ST-HERALD SQ,40.749533,-73.987899,145284,153755
2020-02-08,34 ST-HUDSON YD,40.755882,-74.001910,10910,12231
2020-02-08,34 ST-PENN STA,40.750264,-73.992984,43118,38280
2020-02-08,34 ST-PENN STA,40.750329,-73.991096,47444,67376
2020-02-08,34 ST-PENN STA,40.752247,-73.993456,164172,172304
2020-02-08,36 ST,40.655150,-74.003477,7558,5663
2020-02-08,36 ST,40.752020,-73.928740,3710,3428
2020-02-08,4 AVE,40.670320,-73.988757,7766,7169
2020-02-08,40 ST-LOWERY ST,40.743778,-73.923998,5702,4584
2020-02-08,42 ST-BRYANT PK,40.754198,-73.984573,49323,66501
2020-02-08,42 ST-GRD CNTRL,40.751849,-73.976945,110601,115840
2020-02-08,42 ST-PA BUS TE,40.757303,-73.989787,117501,124077
2020-02-08,42 ST-TIMES SQ,40.755905,-73.986504,199099,225634
2020-02-08,45 ST,40.648866,-74.010086,4687,2602
2020-02-08,46 ST,40.756312,-73.913333,13689,10929
2020-02-08,46 ST-BLISS ST,40.743079,-73.918419,16570,13266
2020-02-08,47-50 ST-ROCK,40.758652,-73.981311,51270,65646
2020-02-08,49 ST-7 AVE,40.760139,-73.984112,47624,42068
2020-02-08,5 AVE-53 ST,40.760179,-73.975196,10386,18210
2020-02-08,5 AVE-59 ST,40.764909,-73.973372,15728,14018
2020-02-08,5 AVE-BRYANT PK,40.753824,-73.981966,11024,10486
2020-02-08,50 ST,40.636232,-73.994765,1239,1216
2020-02-08,50 ST,40.761675,-73.983908,23836,27364
2020-02-08,50 ST,40.762439,-73.985989,18720,15900
2020-02-08,51 ST,40.757108,-73.971870,22809,26106
2020-02-08,52 ST-LINCOLN,40.744103,-73.912497,3780,3268
2020-02-08,53 ST,40.644959,-74.014034,5608,5399
2020-02-08,55 ST,40.631412,-73.995473,707,308
2020-02-08,57 ST,40.763625,-73.977449,8127,10242
2020-02-08,57 ST-7 AVE,40.764755,-73.980646,32180,20610
2020-02-08,59 ST,40.641426,-74.017972,13006,7570
2020-02-08,59 ST,40.762796,-73.967686,51598,53252
2020-02-08,59 ST-COLUMBUS,40.768110,-73.981891,115374,112602
2020-02-08,6 AVE,40.737348,-73.996900,12651,16762
2020-02-08,61 ST/WOODSIDE,40.745623,-73.902969,8851,7822
2020-02-08,63 DR-REGO PARK,40.729869,-73.861610,16240,6832
2020-02-08,65 ST,40.749663,-73.898485,2031,1784
2020-02-08,66 ST-LINCOLN,40.773424,-73.982234,29625,36843
2020-02-08,67 AVE,40.726462,-73.852630,8318,4430
2020-02-08,68ST-HUNTER COL,40.768143,-73.964016,8177,8256
2020-02-08,69 ST-FISK AVE,40.746325,-73.896403,3386,3556
2020-02-08,7 AV-PARK SLOPE,40.666276,-73.980324,6435,3323
2020-02-08,7 AVE,40.677172,-73.972514,3,14
2020-02-08,7 AVE-53 ST,40.762877,-73.981590,13266,19402
2020-02-08,71 ST,40.619588,-73.998842,3340,1069
2020-02-08,72 ST,40.775545,-73.976398,4578,4372
2020-02-08,72 ST,40.778575,-73.981912,40148,44764
2020-02-08,72 ST-2 AVE,40.784318,-73.947152,11952,8620
2020-02-08,74 ST-BROADWAY,40.746655,-73.891361,34243,25538
2020-02-08,75 AVE,40.718477,-73.837223,1557,388
2020-02-08,77 ST,40.629702,-74.025514,3141,1115
2020-02-08,77 ST,40.773636,-73.959875,20792,25384
2020-02-08,79 ST,40.613513,-74.000645,3698,1037
2020-02-08,79 ST,40.783872,-73.979938,16690,8824
2020-02-08,8 AVE,40.635011,-74.011717,7964,8221
2020-02-08,8 AVE,40.740388,-74.002104,22502,23837
2020-02-08,8 ST-B'WAY NYU,40.730348,-73.992705,22342,20176
2020-02-08,81 ST-MUSEUM,40.781435,-73.972149,13160,10648
2020-02-08,82 ST-JACKSON H,40.747647,-73.883786,11092,12507
2020-02-08,86 ST,40.592676,-73.978243,1608,1929
2020-02-08,86 ST,40.622715,-74.028368,12846,10020
2020-02-08,86 ST,40.779485,-73.955541,47784,54334
2020-02-08,86 ST,40.785822,-73.968952,10262,10380
2020-02-08,86 ST,40.788844,-73.975990,27576,31176
2020-02-08,86 ST-2 AVE,40.777891,-73.951787,14373,7863
2020-02-08,9 AVE,40.646343,-73.994551,3494,2887
2020-02-08,9 ST,40.670320,-73.988757,7766,7169
2020-02-08,90 ST-ELMHURST,40.748541,-73.876791,11480,4850
2020-02-08,96 ST,40.785822,-73.950970,6942,2608
2020-02-08,96 ST,40.791654,-73.964682,9404,9070
2020-02-08,96 ST,40.793880,-73.972363,38584,37874
2020-02-08,96 ST-2 AVE,40.768799,-73.958424,9616,5233
2020-02-08,ALABAMA AVE,40.677107,-73.898871,1103,1391
2020-02-08,ALLERTON AVE,40.865481,-73.867393,2981,1396
2020-02-08,AQUEDUCT TRACK,40.668221,-73.834026,1183,173
2020-02-08,AQUEDUCT-N CNDT,40.668234,-73.834058,258,885
2020-02-08,ASTOR PLACE,40.730056,-73.991042,16792,23432
2020-02-08,ATLANTIC AVE,40.675496,-73.902819,692,364
2020-02-08,ATLANTIC AVE,40.684063,-73.977417,107313,97275
2020-02-08,AVE H,40.629164,-73.961678,0,30
2020-02-08,AVE I,40.625305,-73.975732,612,303
2020-02-08,AVE J,40.625028,-73.960819,0,52
2020-02-08,AVE M,40.617568,-73.959360,1,9
2020-02-08,AVE N,40.615174,-73.974166,3204,940
2020-02-08,AVE P,40.609147,-73.972986,1386,565
2020-02-08,AVE U,40.596065,-73.973329,1370,346
2020-02-08,AVE U,40.597482,-73.979359,2794,2231
2020-02-08,AVE U,40.599307,-73.955916,2610,1344
2020-02-08,AVE X,40.589547,-73.974295,1633,824
2020-02-08,BAY 50 ST,40.588879,-73.983629,1543,285
2020-02-08,BAY PARKWAY,40.601898,-73.993821,4583,3881
2020-02-08,BAY PKY-22 AVE,40.612006,-73.982009,7082,4828
2020-02-08,BAY RIDGE AVE,40.634945,-74.023411,4493,2666
2020-02-08,BAY RIDGE-95 ST,40.616624,-74.030964,5950,3778
2020-02-08,BAYCHESTER AVE,40.878656,-73.838596,1427,287
2020-02-08,BEACH 105 ST,40.583542,-73.826430,44,64
2020-02-08,BEACH 25 ST,40.600138,-73.761520,756,795
2020-02-08,BEACH 36 ST,40.595381,-73.768194,431,462
2020-02-08,BEACH 44 ST,40.593214,-73.776433,311,346
2020-02-08,BEACH 60 ST,40.592334,-73.788493,919,683
2020-02-08,BEACH 67 ST,40.590867,-73.797011,972,639
2020-02-08,BEACH 90 ST,40.588032,-73.813684,272,238
2020-02-08,BEACH 98 ST,40.585514,-73.820143,130,115
2020-02-08,BEDFORD AVE,40.717241,-73.956614,14533,8468
2020-02-08,BEDFORD PARK BL,40.873026,-73.886919,7166,4008
2020-02-08,BEDFORD PARK BL,40.873399,-73.890084,2793,2456
2020-02-08,BEDFORD/NOSTRAN,40.689636,-73.953459,11172,6386
2020-02-08,BEEBE-39 AVE,40.753076,-73.932710,1704,1601
2020-02-08,BERGEN ST,40.680801,-73.975132,7100,5414
2020-02-08,BERGEN ST,40.686154,-73.990881,15516,20382
2020-02-08,BEVERLEY ROAD,40.643982,-73.964510,3,10
2020-02-08,BEVERLY ROAD,40.645089,-73.948975,2805,619
2020-02-08,BLEECKER ST,40.725665,-73.995645,10220,4552
2020-02-08,BOROUGH HALL/CT,40.692404,-73.990151,46940,37544
2020-02-08,BOTANIC GARDEN,40.670499,-73.958759,561,1136
2020-02-08,BOWERY,40.720315,-73.994014,2806,2843
2020-02-08,BOWLING GREEN,40.704782,-74.014099,14058,12698
2020-02-08,BOYD-88 ST,40.679857,-73.851492,0,11
2020-02-08,BRIGHTON BEACH,40.577961,-73.961806,10072,5684
2020-02-08,BROAD CHANNEL,40.608693,-73.816068,59,48
2020-02-08,BROAD ST,40.706539,-74.011052,66,126
2020-02-08,BROADWAY,40.706100,-73.950348,3304,3026
2020-02-08,BROADWAY-31 ST,40.761959,-73.925382,7201,6271
2020-02-08,BROADWAY-ENY,40.678848,-73.904139,5437,5038
2020-02-08,BROADWAY/LAFAY,40.725297,-73.996204,27558,48792
2020-02-08,BRONX PARK EAST,40.848797,-73.868465,1176,586
2020-02-08,BROOK AVE,40.808044,-73.919234,1892,5100
2020-02-08,BROOKLYN BRIDGE,40.713159,-74.003917,21026,24318
2020-02-08,BUHRE AVE,40.846817,-73.832545,1671,1564
2020-02-08,BURKE AVE,40.871387,-73.867135,1758,792
2020-02-08,BURNSIDE AVE,40.853390,-73.907733,5549,3445
2020-02-08,BUSHWICK AVE,40.682558,-73.905501,1114,783
2020-02-08,CANAL ST,40.718233,-74.000323,3318,1164
2020-02-08,CANAL ST,40.718697,-74.000977,39198,32194
2020-02-08,CANAL ST,40.720852,-74.005237,21356,24654
2020-02-08,CANAL ST,40.722819,-74.006267,4168,5760
2020-02-08,CARROLL ST,40.680231,-73.994980,11686,6672
2020-02-08,CASTLE HILL AVE,40.834255,-73.851222,3550,3910
2020-02-08,CATHEDRL-110 ST,40.800637,-73.958201,8240,4070
2020-02-08,CENTRAL AVE,40.697673,-73.927131,3786,3123
2020-02-08,CHAMBERS ST,40.713159,-74.003917,21026,24318
2020-02-08,CHAMBERS ST,40.714330,-74.008563,28298,23884
2020-02-08,CHAMBERS ST,40.715436,-74.009335,7052,8227
2020-02-08,CHAUNCEY ST,40.682867,-73.910480,2244,933
2020-02-08,CHRISTOPHER ST,40.733405,-74.002898,14330,14472
2020-02-08,CHURCH AVE,40.644039,-73.979541,13210,8440
2020-02-08,CHURCH AVE,40.650494,-73.962836,72,62
2020-02-08,CHURCH AVE,40.650843,-73.949575,5955,1555
2020-02-08,CLARK ST,40.697356,-73.992888,3729,2483
2020-02-08,CLASSON AVE,40.688855,-73.960025,3776,3836
2020-02-08,CLEVELAND ST,40.679938,-73.884687,1651,1715
2020-02-08,CLINTON-WASH AV,40.683263,-73.965838,8396,6586
2020-02-08,CLINTON-WASH AV,40.688123,-73.966742,3230,1731
2020-02-08,CORTELYOU ROAD,40.640905,-73.963866,0,0
2020-02-08,CORTLANDT ST,40.710454,-74.011324,20640,16900
2020-02-08,CORTLANDT ST,40.710662,-74.011052,26400,23224
2020-02-08,COURT SQ,40.747029,-73.945370,2982,3070
2020-02-08,COURT SQ,40.747257,-73.945112,12336,10112
2020-02-08,COURT SQ-23 ST,40.747257,-73.945112,6168,5056
2020-02-08,CRESCENT ST,40.683209,-73.873765,2687,2739
2020-02-08,CROWN HTS-UTICA,40.669279,-73.932967,28020,22552
2020-02-08,CYPRESS AVE,40.805737,-73.914471,1612,1612
2020-02-08,CYPRESS HILLS,40.689945,-73.872564,771,455
2020-02-08,DEKALB AVE,40.690612,-73.981848,7033,2331
2020-02-08,DEKALB AVE,40.703839,-73.918440,4490,1260
2020-02-08,DELANCEY ST,40.718380,-73.987813,36948,32914
2020-02-08,DITMARS BL-31 S,40.774984,-73.912067,9335,7742
2020-02-08,DITMAS AVE,40.636150,-73.978179,3966,1894
2020-02-08,DYCKMAN ST,40.860523,-73.925575,941,1054
2020-02-08,DYCKMAN-200 ST,40.865286,-73.926980,8136,215
2020-02-08,DYRE AVE,40.888244,-73.830850,1647,1839
2020-02-08,E 143 ST,40.808742,-73.907690,556,990
2020-02-08,E 149 ST,40.812104,-73.904085,3062,3986
2020-02-08,E 177 ST-PARKCH,40.833246,-73.860805,7325,6797
2020-02-08,E 180 ST,40.841882,-73.873551,3708,2811
2020-02-08,E TREMONT AVE,40.840097,-73.879774,7518,5624
2020-02-08,EAST 105 ST,40.650625,-73.899558,1346,1491
2020-02-08,EAST BROADWAY,40.713647,-73.990152,17244,10928
2020-02-08,EASTERN PKWY,40.672013,-73.964360,3408,3550
2020-02-08,ELDER AVE,40.828894,-73.879559,3755,3882
2020-02-08,ELDERTS LANE,40.691320,-73.867135,1977,1212
2020-02-08,ELMHURST AVE,40.742445,-73.882005,6200,2024
2020-02-08,ESSEX ST,40.718380,-73.987813,18474,16457
2020-02-08,EUCLID AVE,40.675382,-73.872070,13710,3835
2020-02-08,FAR ROCKAWAY,40.603983,-73.755383,2191,2232
2020-02-08,FLATBUSH AVE,40.632836,-73.947642,28095,18645
2020-02-08,FLUSHING AVE,40.700244,-73.941658,5677,3464
2020-02-08,FLUSHING AVE,40.700374,-73.950284,1710,2078
2020-02-08,FORDHAM ROAD,40.862803,-73.901034,14406,8206
2020-02-08,FORDHAM ROAD,40.862941,-73.901199,6382,1406
2020-02-08,FOREST AVE,40.704424,-73.903077,2791,2002
2020-02-08,FOREST HILLS-71,40.721681,-73.844390,34383,16707
2020-02-08,FOREST PARKWAY,40.692304,-73.860151,2272,994
2020-02-08,FRANKLIN AVE,40.670711,-73.958051,7338,4842
2020-02-08,FRANKLIN AVE,40.681159,-73.956056,7208,7060
2020-02-08,FRANKLIN ST,40.719323,-74.006953,3812,2928
2020-02-08,FREEMAN ST,40.829966,-73.891876,4934,4680
2020-02-08,FRESH POND ROAD,40.706181,-73.895910,3313,3203
2020-02-08,FT HAMILTON PKY,40.631428,-74.005387,6706,3530
2020-02-08,FT HAMILTON PKY,40.640872,-73.994229,1654,1023
2020-02-08,FT HAMILTON PKY,40.650722,-73.975818,7456,2432
2020-02-08,FULTON ST,40.687130,-73.975346,4530,4378
2020-02-08,FULTON ST,40.709938,-74.007983,109852,102756
2020-02-08,GATES AVE,40.689652,-73.922281,4493,1729
2020-02-08,GRAHAM AVE,40.714590,-73.944104,7848,5596
2020-02-08,GRAND ARMY PLAZ,40.675219,-73.971012,6297,2686
2020-02-08,GRAND AV-NEWTON,40.736998,-73.877242,9414,6840
2020-02-08,GRAND ST,40.711874,-73.940670,5674,5194
2020-02-08,GRAND ST,40.718542,-73.994164,17159,14270
2020-02-08,GRAND-30 AVE,40.766843,-73.921423,8267,6039
2020-02-08,GRANT AVE,40.677107,-73.865376,0,2
2020-02-08,GREENPOINT AVE,40.731324,-73.954425,13616,12646
2020-02-08,GREENWOOD-111,40.684364,-73.832181,2,14
2020-02-08,GUN HILL ROAD,40.877796,-73.866341,999,928
2020-02-08,GUN HILL ROAD,40.877796,-73.866255,4099,4507
2020-02-08,HALSEY ST,40.686170,-73.916337,4182,1678
2020-02-08,HALSEY ST,40.695607,-73.904021,7292,4988
2020-02-08,HEWES ST,40.706994,-73.953481,2589,2028
2020-02-08,HIGH ST,40.699316,-73.990474,9614,12910
2020-02-08,HOUSTON ST,40.728202,-74.005344,17044,18464
2020-02-08,HOWARD BCH-JFK,40.660476,-73.830301,1770,170
2020-02-08,HOYT ST,40.690545,-73.985065,1733,3130
2020-02-08,HOYT ST,40.690547,-73.985066,3179,1665
2020-02-08,HOYT ST-ASTORIA,40.770426,-73.917614,4804,4426
2020-02-08,HOYT/SCHERMER,40.688465,-73.985474,8173,7597
2020-02-08,HUDSON-80 ST,40.679369,-73.858960,16,36
2020-02-08,HUNTERS PT AVE,40.742380,-73.948889,1101,985
2020-02-08,HUNTS POINT AVE,40.820889,-73.890567,4912,4391
2020-02-08,INTERVALE-163,40.822172,-73.896747,1566,1587
2020-02-08,INWOOD-207 ST,40.868045,-73.919921,19648,9836
2020-02-08,JACKSON AVE,40.816505,-73.907797,3012,573
2020-02-08,JAMAICA CENTER,40.702131,-73.801110,30072,24956
2020-02-08,JAMAICA-179 ST,40.712622,-73.783815,16986,7778
2020-02-08,JAMAICA-VAN WYC,40.702566,-73.816859,1971,1912
2020-02-08,JAY ST-METROTEC,40.692182,-73.985935,3526,3242
2020-02-08,JAY ST-METROTEC,40.692338,-73.987342,32098,22552
2020-02-08,JEFFERSON ST,40.706636,-73.922925,4279,1130
2020-02-08,JFK HOWARD BCH,40.660476,-73.830301,1962,1646
2020-02-08,JFK JAMAICA CT1,40.643942,-73.782356,7348,5119
2020-02-08,JUNCTION BLVD,40.749143,-73.869452,14127,10084
2020-02-08,JUNIUS ST,40.663419,-73.902454,1251,1647
2020-02-08,KINGS HIGHWAY,40.603234,-73.972342,4790,3612
2020-02-08,KINGS HIGHWAY,40.603967,-73.980668,2977,2836
2020-02-08,KINGS HIGHWAY,40.608691,-73.957772,16287,19710
2020-02-08,KINGSBRIDGE RD,40.866974,-73.893485,8674,7106
2020-02-08,KINGSBRIDGE RD,40.867899,-73.897326,4954,2549
2020-02-08,KINGSTON AVE,40.669409,-73.942173,2391,1911
2020-02-08,KINGSTON-THROOP,40.679921,-73.940858,8268,7870
2020-02-08,KNICKERBOCKER,40.698666,-73.919685,4168,3713
2020-02-08,KOSCIUSZKO ST,40.693329,-73.928826,3440,1272
2020-02-08,LAFAYETTE AVE,40.686170,-73.973908,2577,1773
2020-02-08,LEFFERTS BLVD,40.685975,-73.824713,0,3
2020-02-08,LEXINGTON AVE,40.762796,-73.967686,25799,26626
2020-02-08,LEXINGTON AVE,40.764763,-73.966291,8233,9316
2020-02-08,LEXINGTON-53 ST,40.757530,-73.969102,19919,26059
2020-02-08,LIBERTY AVE,40.674552,-73.896554,1326,683
2020-02-08,LIVONIA AVE,40.663801,-73.900444,1501,1313
2020-02-08,LONGWOOD AVE,40.816083,-73.896060,1252,1746
2020-02-08,LORIMER ST,40.703855,-73.947387,3888,2542
2020-02-08,LORIMER ST,40.713875,-73.951592,9449,6720
2020-02-08,MAIN ST,40.759578,-73.830056,188,142
2020-02-08,MARBLE HILL-225,40.874551,-73.909879,1669,420
2020-02-08,MARCY AVE,40.708377,-73.957751,17942,15636
2020-02-08,METROPOLITAN AV,40.711353,-73.889580,1493,1893
2020-02-08,METROPOLITAN AV,40.713875,-73.951592,9449,6720
2020-02-08,METS-WILLETS PT,40.754622,-73.845625,114,309
2020-02-08,MIDDLETOWN ROAD,40.843635,-73.836687,760,702
2020-02-08,MONTROSE AVE,40.707889,-73.940005,3291,2105
2020-02-08,MORGAN AVE,40.706148,-73.933160,4146,2273
2020-02-08,MORRIS PARK,40.854137,-73.860977,849,824
2020-02-08,MORRISON AVE,40.829495,-73.874559,3708,3462
2020-02-08,MOSHOLU PARKWAY,40.879630,-73.884666,4024,1258
2020-02-08,MT EDEN AVE,40.844406,-73.914621,2836,1910
2020-02-08,MURRAY ST-B'WAY,40.713086,-74.007232,2217,1329
2020-02-08,MYRTLE AVE,40.697266,-73.935692,7666,4495
2020-02-08,MYRTLE AVE,40.699707,-73.911810,22910,13446
2020-02-08,MYRTLE-WILLOUGH,40.694568,-73.949046,6568,3126
2020-02-08,NASSAU AV,40.724608,-73.951271,6957,8360
2020-02-08,NECK ROAD,40.595234,-73.955090,1841,596
2020-02-08,NEPTUNE AVE,40.580992,-73.974531,842,324
2020-02-08,NEREID AVE,40.898382,-73.854389,1561,774
2020-02-08,NEVINS ST,40.688269,-73.980453,12564,13676
2020-02-08,NEW LOTS AVE,40.658748,-73.899472,1799,2208
2020-02-08,NEW LOTS AVE,40.666252,-73.884087,2887,3160
2020-02-08,NEW UTRECHT AVE,40.625419,-73.996632,5032,3452
2020-02-08,NEWKIRK AVE,40.635059,-73.962793,1,71
2020-02-08,NEWKIRK AVE,40.639961,-73.948352,8210,5210
2020-02-08,NORTHERN BLVD,40.752898,-73.905973,6674,5862
2020-02-08,NORWOOD AVE,40.681598,-73.880074,1757,1832
2020-02-08,NORWOOD-205 ST,40.874827,-73.878872,9136,7044
2020-02-08,NOSTRAND AVE,40.669735,-73.950455,2455,2450
2020-02-08,NOSTRAND AVE,40.680410,-73.950326,22674,18912
2020-02-08,OCEAN PARKWAY,40.576298,-73.968523,2656,1696
2020-02-08,OXFORD-104 ST,40.681745,-73.837631,0,4
2020-02-08,PACIFIC ST,40.684063,-73.977417,35771,32425
2020-02-08,PARK PLACE,40.674910,-73.957794,752,880
2020-02-08,PARK PLACE,40.713061,-74.008777,14149,11942
2020-02-08,PARKSIDE AVE,40.655053,-73.961227,0,13
2020-02-08,PARSONS BLVD,40.707564,-73.803326,7220,6652
2020-02-08,PELHAM BAY PARK,40.852465,-73.828125,3302,2363
2020-02-08,PELHAM PARKWAY,40.857188,-73.867607,9368,4708
2020-02-08,PELHAM PARKWAY,40.858973,-73.855355,1005,860
2020-02-08,PENNSYLVANIA AV,40.664884,-73.894258,2399,1180
2020-02-08,PRESIDENT ST,40.667879,-73.950648,1895,2152
2020-02-08,PRINCE ST-B'WAY,40.724332,-73.997684,21420,23654
2020-02-08,PROSPECT AVE,40.665438,-73.992856,2939,2475
2020-02-08,PROSPECT AVE,40.819396,-73.901467,8060,2714
2020-02-08,PROSPECT PARK,40.661596,-73.962193,5952,5058
2020-02-08,QUEENS PLAZA,40.748948,-73.937194,12250,11740
2020-02-08,QUEENSBORO PLZ,40.750508,-73.940177,9557,3008
2020-02-08,RALPH AVE,40.678815,-73.920801,3567,1746
2020-02-08,RECTOR ST,40.707222,-74.013391,5648,1996
2020-02-08,RECTOR ST,40.707840,-74.013691,6334,4606
2020-02-08,RIT-MANHATTAN,40.761268,-73.964016,4243,36
2020-02-08,RIT-ROOSEVELT,40.757400,-73.954006,2719,46
2020-02-08,ROCKAWAY AVE,40.662541,-73.908763,2584,3024
2020-02-08,ROCKAWAY AVE,40.678360,-73.911939,6680,3396
2020-02-08,ROCKAWAY BLVD,40.680429,-73.843853,2864,1150
2020-02-08,ROCKAWAY PK 116,40.580454,-73.837459,284,347
2020-02-08,ROCKAWAY PKY,40.646660,-73.901832,4890,2445
2020-02-08,ROOSEVELT AVE,40.746655,-73.891361,68486,51076
2020-02-08,ROOSEVELT IS,40.759123,-73.953266,4115,1390
2020-02-08,SARATOGA AVE,40.661466,-73.916316,2502,2624
2020-02-08,SENECA AVE,40.702798,-73.907776,2898,2243
2020-02-08,SHEEPSHEAD BAY,40.586810,-73.954167,9004,7670
2020-02-08,SHEPHERD AVE,40.674161,-73.880761,1489,866
2020-02-08,SIMPSON ST,40.824170,-73.893228,9684,3306
2020-02-08,SMITH-9 ST,40.673714,-73.996139,2663,3774
2020-02-08,SOUTH FERRY,40.703082,-74.012983,11901,11906
2020-02-08,SPRING ST,40.722397,-73.997211,15958,20840
2020-02-08,SPRING ST,40.726202,-74.003627,10406,3514
2020-02-08,ST LAWRENCE AVE,40.831500,-73.867623,2514,2445
2020-02-08,ST. GEORGE,40.643738,-74.073622,44,0
2020-02-08,STEINWAY ST,40.756864,-73.920736,18072,14994
