DATE,STATION,LATITUDE,LONGITUDE,ENTRIES_DIFF,EXITS_DIFF,LINENAME
2020-01-04,1 AVE,40.730901,-73.981719,12030,14238,L
2020-01-04,103 ST,40.790582,-73.947473,6622,6928,6
2020-01-04,103 ST,40.796105,-73.961399,2672,1624,BC
2020-01-04,103 ST,40.799354,-73.968329,6793,3432,1
2020-01-04,103 ST-CORONA,40.749858,-73.862672,13406,8586,7
2020-01-04,104 ST,40.695184,-73.844326,1196,533,JZ
2020-01-04,110 ST,40.795066,-73.944297,11602,10966,6
2020-01-04,110 ST-CATHEDRL,40.804032,-73.966742,11522,6486,1
2020-01-04,110 ST-CPN,40.799110,-73.951807,4782,5148,23
2020-01-04,111 ST,40.697405,-73.836354,1057,512,J
2020-01-04,111 ST,40.751760,-73.855183,7380,4393,7
2020-01-04,116 ST,40.798574,-73.941593,15132,9378,6
2020-01-04,116 ST,40.802098,-73.949625,11228,5872,23
2020-01-04,116 ST,40.805072,-73.954833,7208,5172,BC
2020-01-04,116 ST-COLUMBIA,40.808190,-73.964124,3503,2079,1
2020-01-04,121 ST,40.700536,-73.828382,987,648,JZ
2020-01-04,125 ST,40.804406,-73.937452,11509,11856,456
2020-01-04,125 ST,40.808076,-73.945906,14946,7438,23
2020-01-04,125 ST,40.811056,-73.952386,31748,30402,ACBD
2020-01-04,125 ST,40.815596,-73.958395,3996,4340,1
2020-01-04,135 ST,40.814459,-73.940992,14702,5276,23
2020-01-04,135 ST,40.817902,-73.947644,6969,4509,BC
2020-01-04,137 ST-CITY COL,40.821994,-73.953674,12524,9968,1
2020-01-04,138 ST-3 AVE,40.810512,-73.926165,3852,2681,6
2020-01-04,138 ST-GR CONC,40.813208,-73.929877,968,1022,45
2020-01-04,14 ST,40.738007,-73.998381,26620,18058,123FLM
2020-01-04,14 ST,40.740388,-74.002104,21470,22303,ACEL
2020-01-04,14 ST-6 AVE,40.737348,-73.996900,47784,59784,FLM123
2020-01-04,14 ST-UNION SQ,40.734836,-73.990688,263418,296334,LNQR456
2020-01-04,145 ST,40.820402,-73.936315,1653,156,3
2020-01-04,145 ST,40.824787,-73.944232,26898,24900,ABCD
2020-01-04,145 ST,40.826426,-73.950412,12882,9448,1
2020-01-04,148 ST-LENOX,40.823877,-73.936443,1874,1837,3
2020-01-04,149 ST-3 AVE,40.816132,-73.917754,21654,10952,25
2020-01-04,149 ST-GR CONC,40.818429,-73.926927,10938,7376,245
2020-01-04,15 ST-PROSPECT,40.660376,-73.979509,6752,4326,FG
2020-01-04,155 ST,40.829934,-73.938632,1912,1127,BD
2020-01-04,155 ST,40.830551,-73.941486,1573,1013,C
2020-01-04,157 ST,40.833879,-73.944726,12818,7816,1
2020-01-04,161 ST-YANKEE,40.827888,-73.925736,69258,42162,BD4
2020-01-04,163 ST-AMSTERDM,40.835957,-73.939898,2568,2047,C
2020-01-04,167 ST,40.833773,-73.918430,10920,5216,BD
2020-01-04,167 ST,40.835535,-73.921380,4853,5030,4
2020-01-04,168 ST-BROADWAY,40.840778,-73.940091,32322,20130,1AC
2020-01-04,169 ST,40.710459,-73.793600,7890,5422,F
2020-01-04,170 ST,40.839301,-73.913355,7050,3768,BD
2020-01-04,170 ST,40.840048,-73.917775,4444,3536,4
2020-01-04,174 ST,40.837382,-73.887659,6626,6538,25
2020-01-04,174-175 ST,40.845892,-73.910136,5552,3042,BD
2020-01-04,175 ST,40.847369,-73.939683,15454,8748,A
2020-01-04,176 ST,40.848635,-73.912497,2994,1710,4
2020-01-04,18 AVE,40.607958,-74.001782,3639,917,D
2020-01-04,18 AVE,40.620728,-73.990388,2817,2381,N
2020-01-04,18 AVE,40.629881,-73.977149,3342,2368,F
2020-01-04,18 ST,40.741096,-73.997877,7016,5310,1
2020-01-04,181 ST,40.849495,-73.933632,6578,6602,1
2020-01-04,181 ST,40.851686,-73.937967,11068,8584,A
2020-01-04,182-183 ST,40.856085,-73.900695,2891,1295,BD
2020-01-04,183 ST,40.858389,-73.903828,3174,1892,4
2020-01-04,190 ST,40.859022,-73.934190,2772,1215,A
2020-01-04,191 ST,40.855176,-73.929384,4800,4922,1
