DATE,STATION,LATITUDE,LONGITUDE,ENTRIES_DIFF,EXITS_DIFF,LINENAME
2020-01-11,1 AVE,40.730901,-73.981719,13942,16440,L
2020-01-11,103 ST,40.790582,-73.947473,6265,6455,6
2020-01-11,103 ST,40.796105,-73.961399,2204,1388,BC
2020-01-11,103 ST,40.799354,-73.968329,7140,3714,1
2020-01-11,103 ST-CORONA,40.749858,-73.862672,14079,9623,7
2020-01-11,104 ST,40.695184,-73.844326,5,26,JZ
2020-01-11,110 ST,40.795066,-73.944297,12432,12338,6
2020-01-11,110 ST-CATHEDRL,40.804032,-73.966742,13000,7478,1
2020-01-11,110 ST-CPN,40.799110,-73.951807,5628,5837,23
2020-01-11,111 ST,40.697405,-73.836354,1,14,J
2020-01-11,111 ST,40.751760,-73.855183,7899,4717,7
2020-01-11,116 ST,40.798574,-73.941593,16460,10890,6
2020-01-11,116 ST,40.802098,-73.949625,12982,6874,23
2020-01-11,116 ST,40.805072,-73.954833,7142,6044,BC
2020-01-11,116 ST-COLUMBIA,40.808190,-73.964124,4070,2562,1
2020-01-11,121 ST,40.700536,-73.828382,2,29,JZ
2020-01-11,125 ST,40.804406,-73.937452,12395,12669,456
2020-01-11,125 ST,40.808076,-73.945906,15094,7710,23
2020-01-11,125 ST,40.811056,-73.952386,35176,34930,ACBD
2020-01-11,125 ST,40.815596,-73.958395,4906,5041,1
2020-01-11,135 ST,40.814459,-73.940992,16702,5778,23
2020-01-11,135 ST,40.817902,-73.947644,7437,5427,BC
2020-01-11,137 ST-CITY COL,40.821994,-73.953674,14090,11750,1
2020-01-11,138 ST-3 AVE,40.810512,-73.926165,3576,1999,6
2020-01-11,138 ST-GR CONC,40.813208,-73.929877,1042,1172,45
2020-01-11,14 ST,40.738007,-73.998381,29294,19728,123FLM
2020-01-11,14 ST,40.740388,-74.002104,23256,22856,ACEL
2020-01-11,14 ST-6 AVE,40.737348,-73.996900,47684,61824,FLM123
2020-01-11,14 ST-UNION SQ,40.734836,-73.990688,293406,318522,LNQR456
2020-01-11,145 ST,40.820402,-73.936315,2029,238,3
2020-01-11,145 ST,40.824787,-73.944232,29604,29350,ABCD
2020-01-11,145 ST,40.826426,-73.950412,14808,10236,1
2020-01-11,148 ST-LENOX,40.823877,-73.936443,2255,2191,3
2020-01-11,149 ST-3 AVE,40.816132,-73.917754,23538,9634,25
2020-01-11,149 ST-GR CONC,40.818429,-73.926927,12336,9472,245
2020-01-11,15 ST-PROSPECT,40.660376,-73.979509,7478,5112,FG
